36.08781	-120.22869
36.87608	-120.90669
36.87	-120.90889
37.51546	-118.75485
40.57227	-124.55933
37.56065	-118.84449
38.80774	-122.84761
36.24686	-120.39385
36.4992	-121.07855
37.54467	-118.86678
37.63679	-118.84613
37.56744	-118.86804
37.45654	-118.81634
38.79909	-122.81132
39.10383	-122.98721
40.29143	-124.34635
36.78377	-121.26142
35.85382	-121.31605
37.57153	-118.83292
37.6076	-118.78899
36.24994	-120.41465
37.06116	-121.49286
37.33246	-121.70015
37.33121	-121.69858
37.57197	-118.83371
35.93792	-118.35445
37.55897	-118.84426
37.55834	-118.84562
36.13675	-120.22217
36.2059	-120.27231
38.81927	-122.80971
37.53072	-118.79569
37.62749	-118.88053
37.53216	-118.79354
37.55318	-118.86738
35.93368	-118.36771
37.52988	-118.79638
37.31221	-121.68069
36.76201	-118.39944
38.80577	-122.81156
37.99119	-118.11781
38.82037	-122.80173
37.52863	-118.87818
36.25292	-120.34922
39.71912	-121.81271
38.81923	-122.7795
40.04631	-123.76006
35.86904	-121.31435
40.04181	-123.75908
36.88631	-121.34339
37.62931	-118.84697
37.57115	-118.8319
36.2813	-120.39947
36.28802	-120.34663
36.24058	-120.3154
38.6848	-122.3934
36.28324	-120.48271
37.55892	-118.86897
37.56632	-118.87026
36.24295	-120.29868
36.2764	-120.41796
38.81558	-122.80954
36.24958	-120.45628
37.51226	-118.86445
37.62784	-118.88219
40.28446	-124.52337
37.53275	-118.79453
38.80348	-122.81045
36.18572	-120.24935
40.31361	-124.43611
37.53203	-118.79512
38.80336	-122.78039
36.18474	-120.24865
36.18822	-120.24998
36.17038	-120.29223
37.53173	-118.79467
37.53132	-118.79922
41.04015	-121.97223
36.18297	-120.25062
36.18823	-120.25606
36.18859	-120.25813
36.18119	-120.25093
37.61417	-118.81556
37.62404	-118.87865
38.80996	-118.84264
38.90505	-122.72868
36.06061	-120.60963
36.59602	-121.19968
37.63304	-118.92795
38.8139	-118.83606
37.7007	-118.95912
37.64736	-118.90619
36.30871	-120.50342
36.28188	-120.36508
37.50492	-118.87473
36.20716	-120.28757
37.52135	-118.66694
37.62504	-118.88142
37.48665	-118.83549
36.8611	-121.41631
36.1269	-121.60204
36.88001	-121.61238
37.64573	-118.94137
36.27048	-120.39557
37.54323	-118.87325
37.50329	-118.87236
37.6168	-118.86543
37.51189	-118.8346
37.54568	-118.8079
36.24265	-120.31054
36.21363	-120.35837
37.54031	-118.86796
40.35102	-124.35577
40.34003	-124.31286
37.57206	-118.82242
36.33027	-120.08912
37.57129	-118.83066
37.17089	-121.74199
36.18189	-120.25508
37.63143	-118.96155
40.43574	-124.28836
38.81711	-122.8089
35.94074	-120.15936
35.94224	-120.15932
37.56671	-118.78256
37.56985	-118.78935
37.60975	-118.94654
37.53039	-118.79587
38.80505	-122.81077
37.56178	-118.84596
36.11436	-120.68412
37.56774	-118.87019
37.31634	-118.30647
37.24236	-118.18725
36.20413	-120.33508
37.55754	-118.85024
37.47178	-118.81345
37.47323	-118.8125
38.33035	-122.57517
37.58283	-118.86624
36.21238	-120.30286
37.61172	-118.85379
37.59422	-118.86154
38.79861	-122.82453
37.53149	-118.79534
37.61107	-118.92087
37.6113	-118.92011
37.53354	-118.98815
37.53171	-118.79564
37.52989	-118.79664
36.22074	-120.29384
37.50476	-118.75449
37.60994	-118.9214
37.6107	-118.92193
36.18992	-120.2516
37.61072	-118.92172
37.59089	-118.85327
37.61198	-118.92048
37.63354	-118.83744
37.61018	-118.92129
37.54408	-118.82209
37.54366	-118.8222
37.54425	-118.82155
37.61024	-118.92054
37.50204	-118.66216
37.54228	-118.8219
38.82174	-122.79877
37.91451	-121.99576
37.27	-118.23704
37.23792	-118.1792
37.24675	-118.20208
37.58492	-118.82389
38.79659	-122.83917
36.36247	-120.93567
36.2885	-120.45464
40.46365	-124.13409
37.45996	-118.63271
37.58338	-118.81999
36.71252	-121.35748
36.15353	-120.22936
36.24129	-120.29577
36.16957	-120.2798
37.36914	-121.72875
37.3687	-121.72947
36.12268	-120.68739
37.53116	-118.79621
37.42459	-118.53668
37.6108	-118.91982
38.78798	-122.77681
37.60359	-118.80396
36.20135	-121.58633
36.0982	-120.29045
38.78814	-122.77745
35.88051	-120.42776
38.81377	-122.80944
37.60868	-118.92239
36.09644	-120.66409
38.81117	-122.80829
37.49091	-118.84056
37.46156	-118.78411
38.81385	-122.80313
38.63961	-122.70705
36.47369	-121.04983
36.22243	-120.39857
38.81341	-122.80906
37.35887	-121.75256
37.62172	-119.01409
35.91675	-118.30589
37.4601	-118.61846
37.59299	-118.86394
36.3016	-118.1189
36.67052	-121.29321
38.81104	-122.80844
37.62013	-118.84546
37.52117	-118.67658
37.52144	-118.8251
38.8012	-122.80827
38.81286	-122.80547
38.81001	-122.80539
37.63201	-118.83759
36.12239	-120.19033
37.57407	-118.831
38.815	-122.79708
37.50765	-118.83511
37.57395	-118.82865
38.79644	-122.81152
37.59641	-118.81307
36.42274	-120.99389
37.54735	-118.85438
36.2662	-120.81389
37.62812	-118.84996
36.13841	-120.17329
37.42667	-121.83518
37.42696	-121.83517
36.09259	-120.18001
37.52997	-118.72108
38.82006	-122.80032
36.41484	-120.99304
37.52967	-118.72107
37.60159	-118.85831
36.28658	-120.49055
36.29643	-120.32193
37.60802	-118.81149
37.60761	-118.81255
37.60624	-118.92889
37.60803	-118.81257
38.82041	-122.79727
37.54374	-118.81981
37.51336	-118.5835
36.08066	-120.21014
36.1262	-120.24093
36.0832	-120.19082
37.53013	-118.72049
40.30652	-124.56507
37.57385	-118.81493
37.58485	-118.82381
36.24272	-120.33343
37.58543	-118.82307
38.56103	-122.25835
37.43142	-118.58061
36.25666	-120.44227
35.99962	-120.56665
36.09006	-120.21205
37.49962	-118.83626
38.7899	-122.77428
37.69301	-118.88417
37.53509	-118.88038
37.52248	-118.82857
37.59908	-118.86029
37.56281	-118.84413
36.28006	-120.41069
38.80951	-122.79815
37.62761	-118.852
38.79955	-122.81494
36.62534	-121.10961
40.40904	-125.29611
37.41007	-121.75616
37.62754	-118.88647
37.6067	-118.90559
38.78947	-122.77315
38.81301	-122.7913
37.56296	-118.847
38.80076	-122.80363
37.57703	-118.86763
37.49566	-118.85021
37.49447	-118.74847
37.49432	-118.74734
36.84667	-120.04463
37.58059	-118.81603
36.06355	-120.63834
37.52183	-118.82919
37.57604	-118.86931
37.5755	-118.86959
36.12146	-120.68613
36.14301	-121.55801
37.69987	-118.90824
37.57914	-118.81501
38.8021	-122.80787
37.63645	-118.86157
37.64043	-118.95326
37.64238	-118.95835
37.58092	-118.8471
37.44668	-118.84281
37.58138	-118.8487
37.6358	-118.86211
38.81875	-122.79904
36.57835	-121.17455
36.24217	-120.31937
37.55217	-118.86815
37.64492	-118.95954
37.49298	-121.69134
36.26172	-120.39859
37.26114	-118.22217
39.37358	-122.92516
38.50517	-122.71531
37.50368	-118.83696
37.70192	-119.00021
38.75864	-122.42694
37.64194	-118.96521
36.24486	-120.39322
38.49891	-122.76616
37.48727	-118.80724
36.26648	-120.38606
38.80284	-122.80675
37.64033	-118.82431
38.78887	-122.77365
38.80218	-122.8072
38.82023	-122.7968
37.50815	-118.83418
36.69906	-121.17947
38.81582	-122.80815
36.10709	-120.34379
37.44926	-118.81071
36.18245	-120.23507
36.11983	-120.24127
36.30653	-120.42177
37.48459	-118.80692
36.54232	-121.12677
38.80674	-122.7896
37.72998	-119.03387
37.64325	-118.93468
38.3353	-122.32328
37.63048	-118.85907
36.24691	-120.32225
36.37541	-120.46541
37.64354	-118.95793
36.27627	-120.38466
36.56004	-121.15398
38.79657	-122.79754
38.87345	-122.81659
36.24514	-120.27267
37.50332	-118.87133
36.23487	-120.46006
36.22104	-120.33144
37.50301	-118.87192
37.50361	-118.87156
37.50506	-118.87124
37.50305	-118.87168
37.64095	-118.94636
37.45029	-118.80985
38.81888	-122.8174
37.50452	-118.87095
38.81853	-122.81034
38.73865	-122.39112
37.50117	-118.87228
37.50341	-118.87126
37.50286	-118.8713
37.50325	-118.87195
37.50501	-118.87084
37.50247	-118.87287
38.80841	-122.79761
36.30221	-120.41995
37.57676	-118.8706
36.14941	-120.23106
38.80218	-122.81831
38.80164	-122.81432
38.79985	-122.81125
36.17695	-120.30604
38.81896	-122.80408
36.71582	-120.88885
38.80775	-122.79592
37.63434	-118.9489
36.86576	-121.39303
36.51866	-121.10007
36.13369	-121.57476
38.78415	-122.75795
37.54406	-118.78686
36.68322	-121.38998
36.51549	-121.08073
36.64064	-121.24983
37.636	-118.92713
36.50097	-121.08068
36.198	-120.28407
37.46952	-118.80761
37.64269	-118.97452
37.45896	-118.65188
37.46271	-118.65535
37.45962	-118.65445
38.5447	-122.60999
38.78941	-122.77355
38.7898	-122.77341
36.28774	-120.41914
37.45391	-118.65205
36.18498	-120.24629
37.46382	-118.65337
37.63158	-118.92052
36.24331	-120.38159
38.79479	-122.80808
37.50256	-118.87176
37.67399	-118.93343
40.14155	-123.84058
36.26599	-120.43151
37.63968	-118.89318
37.63185	-118.9008
40.49259	-124.51841
37.55544	-118.70237
37.61396	-118.88012
36.15421	-120.26619
36.14766	-121.55264
37.47866	-118.80827
37.64111	-118.95386
40.93462	-122.38627
38.80776	-122.79527
36.15396	-120.27253
37.36551	-121.72434
37.50961	-118.83695
36.24342	-120.80369
37.1419	-121.56062
37.62038	-119.01353
37.4864	-118.86859
36.25374	-120.35331
37.5438	-118.82063
40.83097	-122.13678
37.35846	-121.75245
36.51901	-121.08375
37.41626	-121.60112
37.57084	-118.81802
38.81382	-122.80866
37.46095	-118.65724
37.51472	-118.71935
38.81391	-122.80207
36.24091	-120.39648
36.34346	-120.44366
38.79024	-122.77253
37.55969	-118.85377
38.80049	-122.81368
37.62618	-118.93079
36.04826	-120.21321
36.64074	-121.26209
37.50496	-118.87194
37.60513	-118.42397
38.81793	-122.7978
38.82012	-122.80737
38.80448	-122.80653
37.57255	-118.85745
37.50272	-118.87225
39.316	-122.82671
36.08915	-120.63885
36.40538	-120.98328
37.51553	-118.7325
36.96799	-121.59987
36.25561	-120.41718
36.56658	-121.13226
36.18686	-120.24763
37.49136	-118.84318
36.18347	-120.24281
38.71397	-119.90219
36.77879	-121.40729
39.49357	-122.15392
36.02592	-120.58248
37.57413	-118.85792
37.44835	-118.87709
38.63432	-119.56138
37.66022	-118.97216
36.24677	-120.44112
36.25339	-121.75702
37.60111	-118.82286
36.17496	-120.2425
35.89155	-118.30794
38.80446	-122.81102
37.55726	-118.93168
38.81995	-122.80172
38.8078	-122.79645
36.79443	-121.25445
39.87543	-120.50185
38.8003	-122.79604
37.50426	-118.82092
36.26235	-120.40617
40.40107	-121.50404
37.59128	-119.41185
35.8997	-118.38639
36.08419	-120.20643
38.81952	-122.79447
37.63415	-119.03156
38.81165	-122.79555
36.0862	-120.20449
38.79769	-122.82707
36.23233	-120.41914
36.20987	-118.28925
37.45091	-118.82756
37.57306	-118.85759
37.50214	-118.87261
36.06352	-120.32125
35.93791	-120.01885
36.09478	-120.19494
37.52787	-118.81277
37.54103	-121.9156
37.57852	-118.7761
39.64591	-123.45012
36.06207	-120.62491
38.80148	-122.8125
36.66779	-120.85747
37.35439	-122.21144
36.56789	-121.02975
37.45985	-118.65741
36.08456	-120.20977
36.10111	-120.17045
36.235	-120.47204
40.37697	-124.70375
37.61451	-119.41868
37.50048	-118.75434
37.51074	-118.62712
38.13853	-122.41735
36.15974	-120.21417
38.78897	-122.77362
38.51144	-122.63026
35.88177	-118.48391
40.50197	-124.51296
36.17034	-120.24783
37.50192	-118.87012
37.59475	-118.68947
38.81644	-122.81027
37.54432	-118.83079
37.63349	-119.01179
38.80239	-122.81053
38.65936	-122.80465
38.80388	-122.81102
38.79821	-122.82081
37.41668	-118.53294
37.56086	-118.84739
35.93262	-118.43275
37.41755	-118.53074
37.4219	-118.53436
37.41167	-118.52151
37.73519	-118.96644
37.4239	-118.53394
37.43416	-118.54672
38.78243	-122.76226
40.466	-121.54261
40.4666	-121.54293
40.40534	-124.53252
40.467	-121.54292
38.82409	-122.80256
36.17852	-120.25251
37.63269	-118.88465
36.56889	-120.98893
38.79481	-122.8262
37.25325	-121.6384
38.82143	-122.79712
38.00496	-121.79131
36.132	-120.21026
35.82296	-121.32533
36.14807	-120.24182
37.50887	-118.84541
37.42511	-118.53677
37.43584	-118.54557
38.80239	-122.83262
40.64275	-124.2782
37.43091	-118.54187
38.79878	-122.81172
40.30334	-124.27063
40.30217	-124.27939
37.45585	-118.71091
40.30527	-124.2769
40.3	-124.27502
37.50143	-118.872
37.42042	-118.53388
37.6223	-118.8923
37.56211	-118.83064
36.13003	-120.19844
